Tons,DumpingTime
0.13318284424379231,0.000730887297178775
0.24943566591422123,0.004458412512790528
0.12076749435665914,0.00409296886420114
0.12641083521444696,0.01257126151147493
0.2020316027088036,0.0002192661891536325
0.16930022573363432,0.006651074404326853
0.2144469525959368,0.019003069726648152
0.23589164785553046,0.03859084929103932
0.1343115124153499,0.009720801052477707
0.2516930022573363,0.006577985674608975
0.09932279909706546,0.005920187107148078
0.09593679458239278,0.00058470983774302
0.23476297968397292,0.0000730887297178775
0.11173814898419865,0.00935535740388832
0.11286681715575621,0.022949861131413535
0.15124153498871332,0.004458412512790528
0.13205417607223477,0.005920187107148078
0.23137697516930023,0.31340447303025876
0.2686230248306998,0.12271597719631633
0.11286681715575621,0.030916532670662186
0.2144469525959368,0.026531208887589534
0.2505643340857788,0.004531501242508405
0.09593679458239278,0.12863616430346442
0.2381489841986456,0.08149393363543342
0.09593679458239278,0.01549481070019003
0.15124153498871332,0.044364858938751646
0.3577878103837472,0.01578716561906154
0.04740406320541761,0.027408273644204065
0.09593679458239278,0.006943429323198363
0.20316027088036118,0.004531501242508405
0.2325056433408578,0.0721385762315451
0.22799097065462753,0.00058470983774302
0.12302483069977427,0.000730887297178775
0.2144469525959368,0.018564537348340886
0.09593679458239278,0.009866978511913463
0.14221218961625282,0.008112848998684403
0.2144469525959368,0.1370413682210203
0.09593679458239278,0.006651074404326853
0.14108352144469527,0.0022657506212542026
0.24040632054176073,0.00146177459435755
0.2144469525959368,0.007235784242069873
0.10609480812641084,0.00555474345855869
0.09593679458239278,0.024777079374360474
0.10835214446952596,0.00730887297178775
0.13318284424379231,0.14405788627393656
0.06884875846501129,0.031501242508405206
0.2178329571106095,0.045022657506212545
0.2144469525959368,0.047507674316620375
0.26636568848758463,0.00116941967548604
0.1636568848758465,0.005408565999122935
0.136568848758465,0.006285630755737465
0.18058690744920994,0.01871071480777664
0.24943566591422123,0.000146177459435755
0.136568848758465,0.013082882619500073
0.18397291196388263,0.0029235491887151
0.24717832957110608,0.0006577985674608975
0.09706546275395034,0.07491594796082444
0.10158013544018059,0.0016810407835111825
0.08013544018058691,0.0006577985674608975
0.1309255079006772,0.0003654436485893875
0.11060948081264109,0.003654436485893875
0.2110609480812641,0.0009501534863324075
0.11738148984198646,0.0027042829995614676
0.09142212189616253,0.00380061394532963
0.33860045146726864,0.00438532378307265
0.0744920993227991,0.013594503727525216
0.20090293453724606,0.0802514252302295
0.05756207674943566,0.006870340593480485
0.2144469525959368,0.0031428153778687326
0.08803611738148984,0.004531501242508405
0.0981941309255079,0.0027042829995614676
0.1072234762979684,0.005700920917994445
0.10158013544018059,0.007381961701505628
0.16478555304740405,0.0003654436485893875
0.08126410835214447,0.0003654436485893875
0.07787810383747178,0.010305510890220727
0.24604966139954854,0.0021195731618184476
0.17720090293453725,0.0005116211080251425
0.15011286681715574,0.0018272182429469376
0.2144469525959368,0.007089606782634118
0.136568848758465,0.007089606782634118
0.14672686230248308,0.00175412951322906
0.2144469525959368,0.020830287969595088
0.07674943566591422,0.01257126151147493
0.12866817155756208,0.011840374214296156
0.11512415349887133,0.023315304780002922
0.20090293453724606,0.001607952053793305
0.10496613995485328,0.05890951615260927
0.10948081264108352,0.09983920479462068
0.0654627539503386,0.04421868147931589
0.2144469525959368,0.0021195731618184476
0.11512415349887133,0.025873410320128635
0.11512415349887133,0.024996345563514107
0.10948081264108352,0.00146177459435755
0.2144469525959368,0.0019733957023826926
0.09142212189616253,0.025434877941821372
0.0744920993227991,0.014544657213857623
0.09593679458239278,0.03669054231837451
0.07562076749435666,0.007381961701505628
0.09593679458239278,0.011548019295424646
0.09593679458239278,0.03559421137260634
0.10045146726862303,0.013302148808653706
0.07674943566591422,0.014471568484139746
0.09593679458239278,0.017175851483701213
0.23024830699774265,0.000730887297178775
0.07674943566591422,0.015129367051600643
0.09593679458239278,0.042026019587779566
0.08916478555304741,0.00116941967548604
0.09593679458239278,0.020903376699312966
0.07900677200902935,0.008112848998684403
0.09593679458239278,0.03142815377868732
0.3792325056433409,0.011255664376553136
0.09593679458239278,0.01812600497003362
0.07787810383747178,0.008405203917555913
0.09593679458239278,0.03486332407542757
0.09593679458239278,0.022511328753106272
0.12415349887133183,0.007089606782634118
0.09593679458239278,0.16788481216196463
0.11851015801354402,0.03829849437216781
0.21557562076749437,0.01586025434877942
0.24830699774266365,0.01052477707937436
0.20654627539503387,0.011036398187399503
0.11963882618510158,0.044657213857623154
0.09593679458239278,0.01140184183598889
0.04966139954853273,0.004312235053354773
0.2144469525959368,0.005700920917994445
0.09593679458239278,0.03603274375091361
0.12979683972911965,0.011767285484578277
0.23927765237020315,0.024703990644642595
0.08013544018058691,0.00497003362081567
0.09593679458239278,0.03756760707498904
0.1275395033860045,0.01746820640257272
0.09593679458239278,0.06066364566583833
0.07787810383747178,0.00116941967548604
0.22234762979683972,0.021341909077620232
0.0744920993227991,0.012498172781757053
0.2144469525959368,0.08858354041806753
0.09593679458239278,0.009866978511913463
0.32054176072234764,0.002777371729279345
0.09593679458239278,0.0480923841543634
0.1343115124153499,0.0789358280953077
0.20428893905191872,0.00701651805291624
0.09593679458239278,0.01586025434877942
0.36681715575620766,0.0000730887297178775
0.09593679458239278,0.00906300248501681
0.1162528216704289,0.012059640403449787
0.22121896162528218,0.0016810407835111825
0.2110609480812641,0.015567899429907908
0.09593679458239278,0.011036398187399503
0.1399548532731377,0.005043122350533548
0.19074492099322798,0.00643180821517322
0.2144469525959368,0.01403303610583248
0.23702031602708803,0.007235784242069873
0.11173814898419865,0.04509574623593042
0.22799097065462753,0.005481654728840813
0.22799097065462753,0.004531501242508405
0.13882618510158012,0.002192661891536325
0.24943566591422123,0.0038737026750475076
0.23137697516930023,0.01586025434877942
0.26410835214446954,0.00497003362081567
0.255079006772009,0.005408565999122935
0.23589164785553046,0.022949861131413535
0.28103837471783294,0.03778687326414267
0.2144469525959368,0.01586025434877942
0.2516930022573363,0.002485016810407835
0.2144469525959368,0.005408565999122935
0.2618510158013544,0.0019733957023826926
0.208803611738149,0.0034351702967402426
0.20428893905191872,0.0038737026750475076
0.23476297968397292,0.000730887297178775
0.27539503386004516,0.014837012132729133
0.2144469525959368,0.0025581055401257126
0.2144469525959368,0.011840374214296156
0.09593679458239278,0.007235784242069873
0.11286681715575621,0.0010963309457681625
0.2144469525959368,0.01403303610583248
0.11738148984198646,0.0021195731618184476
0.2144469525959368,0.0006577985674608975
0.2325056433408578,0.000730887297178775
0.11399548532731377,0.018564537348340886
0.09593679458239278,0.035667300102324224
0.22799097065462753,0.0005116211080251425
0.09593679458239278,0.0175412951322906
0.09593679458239278,0.006870340593480485
0.09593679458239278,0.029747112995176146
0.15575620767494355,0.03106271013009794
0.09593679458239278,0.0012425084052039175
0.09593679458239278,0.024484724455488962
0.2144469525959368,0.006870340593480485
0.20993227990970656,0.042683818155240465
0.2178329571106095,0.03595965502119573
0.09593679458239278,0.0002192661891536325
0.255079006772009,0.00321590410758661
0.11286681715575621,0.0037275252156117526
0.09593679458239278,0.01936851337523754
0.22573363431151242,0.0015348633240754275
0.2178329571106095,0.0024119280806899576
0.2144469525959368,0.020684110510159334
0.09593679458239278,0.016152609267650928
0.23476297968397292,0.0018272182429469376
0.09593679458239278,0.01198655167373191
0.09593679458239278,0.04326852799298348
0.15575620767494355,0.016152609267650928
0.2144469525959368,0.019807045753544802
0.2144469525959368,0.003362081567022365
0.2144469525959368,0.03807922818301418
0.19074492099322798,0.0034351702967402426
0.208803611738149,0.10466306095600059
0.1455981941309255,0.011474930565706767
0.12302483069977427,0.005627832188276568
0.14672686230248308,0.044657213857623154
0.17042889390519186,0.00233883935097208
0.19413092550790068,0.0018272182429469376
0.21670428893905191,0.06804560736734395
0.18397291196388263,0.017687472591726355
0.13205417607223477,0.005481654728840813
0.19751693002257337,0.022072796374799006
0.1399548532731377,0.003946791404765385
0.08465011286681716,0.011255664376553136
0.10270880361173815,0.0087706475661453
0.09593679458239278,0.0058470983774302
0.2144469525959368,0.006212542026019588
0.13882618510158012,0.001315597134921795
0.11963882618510158,0.0168834965648297
0.13882618510158012,0.0021195731618184476
0.22686230248307,0.017833650051162112
0.21331828442437922,0.0009501534863324075
0.11963882618510158,0.04626516591141646
0.2200902934537246,0.0038737026750475076
0.208803611738149,0.005993275836865955
0.2144469525959368,0.09019149247186084
0.13882618510158012,0.020611021780441455
0.09593679458239278,0.03720216342639965
0.14108352144469527,0.018345271159187253
0.09593679458239278,0.009501534863324076
0.09593679458239278,0.012498172781757053
0.16930022573363432,0.00789358280953077
0.09593679458239278,0.012936705160064317
0.09593679458239278,0.009282268674170443
0.09593679458239278,0.008112848998684403
0.2144469525959368,0.0000730887297178775
0.2144469525959368,0.00613945329630171
0.18397291196388263,0.0010963309457681625
0.09593679458239278,0.004896944891097793
0.09593679458239278,0.007528139160941383
0.16930022573363432,0.00029235491887151
0.09593679458239278,0.011328753106271013
0.13318284424379231,0.005408565999122935
0.14221218961625282,0.00906300248501681
0.2076749435665914,0.031647419967840956
0.22573363431151242,0.00409296886420114
0.11060948081264109,0.0000730887297178775
0.1613995485327314,0.001607952053793305
0.11399548532731377,0.005993275836865955
0.12979683972911965,0.007235784242069873
0.09593679458239278,0.0016810407835111825
0.1489841986455982,0.0010963309457681625
0.1343115124153499,0.008989913755298933
0.08013544018058691,0.00175412951322906
0.2144469525959368,0.005920187107148078
0.20090293453724606,0.0002192661891536325
0.23137697516930023,0.0012425084052039175
0.2144469525959368,0.007162695512351995
0.09593679458239278,0.0003654436485893875
0.22234762979683972,0.0002192661891536325
0.2144469525959368,0.004239146323636895
0.2381489841986456,0.019149247186083906
0.09593679458239278,0.03259757345417336
0.14221218961625282,0.000146177459435755
0.1343115124153499,0.00555474345855869
0.2144469525959368,0.016810407835111826
0.09593679458239278,0.024484724455488962
0.14108352144469527,0.004166057593919018
0.2144469525959368,0.004019880134483263
0.14672686230248308,0.00497003362081567
0.09593679458239278,0.006358719485455343
0.14672686230248308,0.0024119280806899576
0.09593679458239278,0.01549481070019003
0.18397291196388263,0.0012425084052039175
0.15575620767494355,0.001315597134921795
0.09593679458239278,0.00467767870194416
0.09593679458239278,0.006066364566583833
0.062076749435665914,0.003069726648150855
0.12189616252821671,0.0035813477561759976
0.08916478555304741,0.000146177459435755
0.09593679458239278,0.005189299809969303
0.1580135440180587,0.026823563806461045
0.05417607223476298,0.028943136968279493
0.2144469525959368,0.04772694050577401
0.15124153498871332,0.00029235491887151
0.0981941309255079,0.003946791404765385
0.16478555304740405,0.021853530185645374
0.11399548532731377,0.007089606782634118
0.1252821670428894,0.015567899429907908
0.10496613995485328,0.012205817862885543
